nb ant: 1, food: 44/50, nest level: 1, nb worker: 1, nb soldier: 0
nb ant: 386, food: 205/850, nest level: 5, nb worker: 259, nb soldier: 127
#1241 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 385, food: 207/850, nest level: 5, nb worker: 260, nb soldier: 125
nb ant: 385, food: 209/850, nest level: 5, nb worker: 259, nb soldier: 126
nb ant: 383, food: 213/850, nest level: 5, nb worker: 257, nb soldier: 126
nb ant: 383, food: 213/850, nest level: 5, nb worker: 257, nb soldier: 126
nb ant: 383, food: 213/850, nest level: 5, nb worker: 257, nb soldier: 126
nb ant: 385, food: 209/850, nest level: 5, nb worker: 258, nb soldier: 127
nb ant: 386, food: 208/850, nest level: 5, nb worker: 259, nb soldier: 127
nb ant: 387, food: 204/850, nest level: 5, nb worker: 259, nb soldier: 128
nb ant: 388, food: 199/850, nest level: 5, nb worker: 258, nb soldier: 130
nb ant: 390, food: 196/850, nest level: 5, nb worker: 260, nb soldier: 130
#1251 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 391, food: 196/850, nest level: 5, nb worker: 261, nb soldier: 130
nb ant: 391, food: 196/850, nest level: 5, nb worker: 261, nb soldier: 130
nb ant: 392, food: 193/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 393, food: 193/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 394, food: 192/850, nest level: 5, nb worker: 263, nb soldier: 131
nb ant: 394, food: 187/850, nest level: 5, nb worker: 261, nb soldier: 133
nb ant: 391, food: 189/850, nest level: 5, nb worker: 258, nb soldier: 133
nb ant: 391, food: 191/850, nest level: 5, nb worker: 258, nb soldier: 133
nb ant: 391, food: 189/850, nest level: 5, nb worker: 258, nb soldier: 133
nb ant: 391, food: 191/850, nest level: 5, nb worker: 258, nb soldier: 133
#1261 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 391, food: 188/850, nest level: 5, nb worker: 259, nb soldier: 132
nb ant: 392, food: 191/850, nest level: 5, nb worker: 260, nb soldier: 132
nb ant: 394, food: 188/850, nest level: 5, nb worker: 262, nb soldier: 132
nb ant: 395, food: 188/850, nest level: 5, nb worker: 263, nb soldier: 132
nb ant: 397, food: 186/850, nest level: 5, nb worker: 265, nb soldier: 132
nb ant: 395, food: 186/850, nest level: 5, nb worker: 263, nb soldier: 132
nb ant: 395, food: 186/850, nest level: 5, nb worker: 263, nb soldier: 132
nb ant: 395, food: 186/850, nest level: 5, nb worker: 263, nb soldier: 132
nb ant: 393, food: 188/850, nest level: 5, nb worker: 261, nb soldier: 132
nb ant: 395, food: 188/850, nest level: 5, nb worker: 263, nb soldier: 132
#1271 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 394, food: 187/850, nest level: 5, nb worker: 264, nb soldier: 130
nb ant: 394, food: 192/850, nest level: 5, nb worker: 264, nb soldier: 130
nb ant: 392, food: 197/850, nest level: 5, nb worker: 263, nb soldier: 129
nb ant: 392, food: 194/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 391, food: 192/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 392, food: 193/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 391, food: 195/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 391, food: 193/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 391, food: 195/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 393, food: 191/850, nest level: 5, nb worker: 262, nb soldier: 131
#1281 - a snail attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 392, food: 192/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 392, food: 193/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 393, food: 193/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 391, food: 195/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 391, food: 193/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 389, food: 197/850, nest level: 5, nb worker: 258, nb soldier: 131
nb ant: 390, food: 196/850, nest level: 5, nb worker: 259, nb soldier: 131
nb ant: 389, food: 196/850, nest level: 5, nb worker: 258, nb soldier: 131
nb ant: 391, food: 194/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 388, food: 195/850, nest level: 5, nb worker: 257, nb soldier: 131
#1291 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 386, food: 197/850, nest level: 5, nb worker: 256, nb soldier: 130
nb ant: 386, food: 202/850, nest level: 5, nb worker: 256, nb soldier: 130
nb ant: 388, food: 197/850, nest level: 5, nb worker: 258, nb soldier: 130
nb ant: 389, food: 199/850, nest level: 5, nb worker: 259, nb soldier: 130
nb ant: 391, food: 195/850, nest level: 5, nb worker: 261, nb soldier: 130
nb ant: 389, food: 199/850, nest level: 5, nb worker: 260, nb soldier: 129
nb ant: 391, food: 195/850, nest level: 5, nb worker: 261, nb soldier: 130
nb ant: 391, food: 193/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 392, food: 194/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 391, food: 192/850, nest level: 5, nb worker: 260, nb soldier: 131
#1301 - a snail attack the colony
the menace kill 5 soldier
the menace kill 0 worker
nb ant: 386, food: 194/850, nest level: 5, nb worker: 260, nb soldier: 126
nb ant: 387, food: 206/850, nest level: 5, nb worker: 261, nb soldier: 126
nb ant: 387, food: 206/850, nest level: 5, nb worker: 261, nb soldier: 126
nb ant: 387, food: 206/850, nest level: 5, nb worker: 261, nb soldier: 126
nb ant: 387, food: 206/850, nest level: 5, nb worker: 261, nb soldier: 126
nb ant: 388, food: 203/850, nest level: 5, nb worker: 261, nb soldier: 127
nb ant: 388, food: 204/850, nest level: 5, nb worker: 261, nb soldier: 127
nb ant: 389, food: 202/850, nest level: 5, nb worker: 261, nb soldier: 128
nb ant: 390, food: 195/850, nest level: 5, nb worker: 260, nb soldier: 130
nb ant: 391, food: 195/850, nest level: 5, nb worker: 261, nb soldier: 130
#1311 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 389, food: 194/850, nest level: 5, nb worker: 262, nb soldier: 127
nb ant: 391, food: 198/850, nest level: 5, nb worker: 263, nb soldier: 128
nb ant: 392, food: 195/850, nest level: 5, nb worker: 263, nb soldier: 129
nb ant: 394, food: 192/850, nest level: 5, nb worker: 264, nb soldier: 130
nb ant: 395, food: 190/850, nest level: 5, nb worker: 264, nb soldier: 131
nb ant: 393, food: 190/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 391, food: 192/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 391, food: 194/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 392, food: 191/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 393, food: 191/850, nest level: 5, nb worker: 262, nb soldier: 131
#1321 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 390, food: 190/850, nest level: 5, nb worker: 263, nb soldier: 127
nb ant: 392, food: 197/850, nest level: 5, nb worker: 264, nb soldier: 128
nb ant: 390, food: 202/850, nest level: 5, nb worker: 262, nb soldier: 128
nb ant: 392, food: 195/850, nest level: 5, nb worker: 263, nb soldier: 129
nb ant: 393, food: 193/850, nest level: 5, nb worker: 263, nb soldier: 130
nb ant: 393, food: 195/850, nest level: 5, nb worker: 263, nb soldier: 130
nb ant: 394, food: 192/850, nest level: 5, nb worker: 264, nb soldier: 130
nb ant: 395, food: 192/850, nest level: 5, nb worker: 265, nb soldier: 130
nb ant: 396, food: 189/850, nest level: 5, nb worker: 265, nb soldier: 131
nb ant: 396, food: 186/850, nest level: 5, nb worker: 263, nb soldier: 133
#1331 - a snail attack the colony
the menace kill 5 soldier
the menace kill 0 worker
nb ant: 389, food: 185/850, nest level: 5, nb worker: 261, nb soldier: 128
nb ant: 390, food: 200/850, nest level: 5, nb worker: 261, nb soldier: 129
nb ant: 392, food: 195/850, nest level: 5, nb worker: 262, nb soldier: 130
nb ant: 392, food: 192/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 392, food: 193/850, nest level: 5, nb worker: 261, nb soldier: 131
nb ant: 389, food: 197/850, nest level: 5, nb worker: 258, nb soldier: 131
nb ant: 390, food: 196/850, nest level: 5, nb worker: 259, nb soldier: 131
nb ant: 388, food: 197/850, nest level: 5, nb worker: 257, nb soldier: 131
nb ant: 386, food: 200/850, nest level: 5, nb worker: 255, nb soldier: 131
nb ant: 385, food: 200/850, nest level: 5, nb worker: 254, nb soldier: 131
#1341 - a snail attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 386, food: 199/850, nest level: 5, nb worker: 255, nb soldier: 131
nb ant: 387, food: 197/850, nest level: 5, nb worker: 256, nb soldier: 131
nb ant: 387, food: 199/850, nest level: 5, nb worker: 256, nb soldier: 131
nb ant: 387, food: 197/850, nest level: 5, nb worker: 256, nb soldier: 131
nb ant: 389, food: 197/850, nest level: 5, nb worker: 258, nb soldier: 131
nb ant: 391, food: 195/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 393, food: 191/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 393, food: 191/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 391, food: 193/850, nest level: 5, nb worker: 260, nb soldier: 131
nb ant: 391, food: 195/850, nest level: 5, nb worker: 260, nb soldier: 131
#1351 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 393, food: 191/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 393, food: 191/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 393, food: 191/850, nest level: 5, nb worker: 262, nb soldier: 131
nb ant: 394, food: 190/850, nest level: 5, nb worker: 263, nb soldier: 131
nb ant: 396, food: 185/850, nest level: 5, nb worker: 264, nb soldier: 132
nb ant: 396, food: 188/850, nest level: 5, nb worker: 264, nb soldier: 132
nb ant: 396, food: 187/850, nest level: 5, nb worker: 264, nb soldier: 132
nb ant: 396, food: 186/850, nest level: 5, nb worker: 264, nb soldier: 132
nb ant: 396, food: 185/850, nest level: 5, nb worker: 264, nb soldier: 132
nb ant: 398, food: 186/850, nest level: 5, nb worker: 266, nb soldier: 132
#1361 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 396, food: 181/850, nest level: 5, nb worker: 265, nb soldier: 131
nb ant: 396, food: 190/850, nest level: 5, nb worker: 265, nb soldier: 131
nb ant: 397, food: 186/850, nest level: 5, nb worker: 266, nb soldier: 131
nb ant: 398, food: 183/850, nest level: 5, nb worker: 266, nb soldier: 132
nb ant: 398, food: 182/850, nest level: 5, nb worker: 265, nb soldier: 133
nb ant: 398, food: 181/850, nest level: 5, nb worker: 265, nb soldier: 133
nb ant: 396, food: 186/850, nest level: 5, nb worker: 263, nb soldier: 133
nb ant: 396, food: 183/850, nest level: 5, nb worker: 263, nb soldier: 133
nb ant: 398, food: 182/850, nest level: 5, nb worker: 265, nb soldier: 133
nb ant: 398, food: 181/850, nest level: 5, nb worker: 265, nb soldier: 133
#1371 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 397, food: 183/850, nest level: 5, nb worker: 266, nb soldier: 131
nb ant: 399, food: 185/850, nest level: 5, nb worker: 268, nb soldier: 131
nb ant: 399, food: 185/850, nest level: 5, nb worker: 267, nb soldier: 132
nb ant: 398, food: 186/850, nest level: 5, nb worker: 266, nb soldier: 132
nb ant: 399, food: 180/850, nest level: 5, nb worker: 266, nb soldier: 133
nb ant: 401, food: 180/850, nest level: 5, nb worker: 268, nb soldier: 133
nb ant: 402, food: 175/850, nest level: 5, nb worker: 267, nb soldier: 135
nb ant: 402, food: 176/850, nest level: 5, nb worker: 268, nb soldier: 134
nb ant: 403, food: 178/850, nest level: 5, nb worker: 270, nb soldier: 133
nb ant: 404, food: 175/850, nest level: 5, nb worker: 271, nb soldier: 133
#1381 - a tapir attack the colony
the menace kill 13 soldier
the menace kill 0 worker
nb ant: 391, food: 174/850, nest level: 5, nb worker: 270, nb soldier: 121
nb ant: 391, food: 212/850, nest level: 5, nb worker: 270, nb soldier: 121
nb ant: 392, food: 209/850, nest level: 5, nb worker: 269, nb soldier: 123
nb ant: 394, food: 206/850, nest level: 5, nb worker: 270, nb soldier: 124
nb ant: 393, food: 206/850, nest level: 5, nb worker: 270, nb soldier: 123
nb ant: 392, food: 207/850, nest level: 5, nb worker: 269, nb soldier: 123
nb ant: 393, food: 207/850, nest level: 5, nb worker: 270, nb soldier: 123
nb ant: 394, food: 204/850, nest level: 5, nb worker: 270, nb soldier: 124
nb ant: 395, food: 204/850, nest level: 5, nb worker: 271, nb soldier: 124
nb ant: 392, food: 207/850, nest level: 5, nb worker: 268, nb soldier: 124
#1391 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 391, food: 205/850, nest level: 5, nb worker: 269, nb soldier: 122
nb ant: 391, food: 215/850, nest level: 5, nb worker: 270, nb soldier: 121
nb ant: 393, food: 211/850, nest level: 5, nb worker: 272, nb soldier: 121
nb ant: 394, food: 206/850, nest level: 5, nb worker: 271, nb soldier: 123
nb ant: 394, food: 203/850, nest level: 5, nb worker: 270, nb soldier: 124
nb ant: 396, food: 202/850, nest level: 5, nb worker: 272, nb soldier: 124
nb ant: 394, food: 203/850, nest level: 5, nb worker: 270, nb soldier: 124
nb ant: 391, food: 207/850, nest level: 5, nb worker: 267, nb soldier: 124
nb ant: 390, food: 208/850, nest level: 5, nb worker: 266, nb soldier: 124
nb ant: 388, food: 209/850, nest level: 5, nb worker: 263, nb soldier: 125
#1401 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 385, food: 209/850, nest level: 5, nb worker: 264, nb soldier: 121
nb ant: 385, food: 221/850, nest level: 5, nb worker: 264, nb soldier: 121
nb ant: 387, food: 215/850, nest level: 5, nb worker: 264, nb soldier: 123
nb ant: 387, food: 213/850, nest level: 5, nb worker: 264, nb soldier: 123
nb ant: 386, food: 218/850, nest level: 5, nb worker: 264, nb soldier: 122
nb ant: 387, food: 212/850, nest level: 5, nb worker: 264, nb soldier: 123
nb ant: 388, food: 213/850, nest level: 5, nb worker: 265, nb soldier: 123
nb ant: 389, food: 209/850, nest level: 5, nb worker: 264, nb soldier: 125
nb ant: 389, food: 207/850, nest level: 5, nb worker: 263, nb soldier: 126
nb ant: 391, food: 201/850, nest level: 5, nb worker: 264, nb soldier: 127
#1411 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 390, food: 202/850, nest level: 5, nb worker: 265, nb soldier: 125
nb ant: 389, food: 206/850, nest level: 5, nb worker: 264, nb soldier: 125
nb ant: 389, food: 206/850, nest level: 5, nb worker: 264, nb soldier: 125
nb ant: 386, food: 209/850, nest level: 5, nb worker: 261, nb soldier: 125
nb ant: 387, food: 211/850, nest level: 5, nb worker: 262, nb soldier: 125
nb ant: 384, food: 212/850, nest level: 5, nb worker: 259, nb soldier: 125
nb ant: 385, food: 210/850, nest level: 5, nb worker: 259, nb soldier: 126
nb ant: 384, food: 209/850, nest level: 5, nb worker: 258, nb soldier: 126
nb ant: 384, food: 212/850, nest level: 5, nb worker: 258, nb soldier: 126
nb ant: 382, food: 213/850, nest level: 5, nb worker: 256, nb soldier: 126
#1421 - a tapir attack the colony
the menace kill 13 soldier
the menace kill 0 worker
nb ant: 369, food: 212/850, nest level: 5, nb worker: 255, nb soldier: 114
nb ant: 370, food: 247/850, nest level: 5, nb worker: 255, nb soldier: 115
nb ant: 367, food: 249/850, nest level: 5, nb worker: 252, nb soldier: 115
nb ant: 366, food: 254/850, nest level: 5, nb worker: 252, nb soldier: 114
nb ant: 367, food: 250/850, nest level: 5, nb worker: 253, nb soldier: 114
nb ant: 367, food: 250/850, nest level: 5, nb worker: 253, nb soldier: 114
nb ant: 367, food: 246/850, nest level: 5, nb worker: 251, nb soldier: 116
nb ant: 364, food: 251/850, nest level: 5, nb worker: 249, nb soldier: 115
nb ant: 363, food: 253/850, nest level: 5, nb worker: 248, nb soldier: 115
nb ant: 365, food: 253/850, nest level: 5, nb worker: 250, nb soldier: 115
#1431 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 364, food: 252/850, nest level: 5, nb worker: 248, nb soldier: 116
nb ant: 365, food: 248/850, nest level: 5, nb worker: 248, nb soldier: 117
nb ant: 367, food: 244/850, nest level: 5, nb worker: 249, nb soldier: 118
nb ant: 368, food: 241/850, nest level: 5, nb worker: 249, nb soldier: 119
nb ant: 370, food: 238/850, nest level: 5, nb worker: 250, nb soldier: 120
nb ant: 371, food: 234/850, nest level: 5, nb worker: 251, nb soldier: 120
nb ant: 372, food: 233/850, nest level: 5, nb worker: 252, nb soldier: 120
nb ant: 374, food: 232/850, nest level: 5, nb worker: 253, nb soldier: 121
nb ant: 376, food: 227/850, nest level: 5, nb worker: 254, nb soldier: 122
nb ant: 375, food: 227/850, nest level: 5, nb worker: 253, nb soldier: 122
#1441 - a snail attack the colony
the menace kill 5 soldier
the menace kill 0 worker
nb ant: 368, food: 229/850, nest level: 5, nb worker: 251, nb soldier: 117
nb ant: 369, food: 243/850, nest level: 5, nb worker: 251, nb soldier: 118
nb ant: 371, food: 239/850, nest level: 5, nb worker: 253, nb soldier: 118
nb ant: 371, food: 237/850, nest level: 5, nb worker: 252, nb soldier: 119
nb ant: 372, food: 238/850, nest level: 5, nb worker: 253, nb soldier: 119
nb ant: 372, food: 235/850, nest level: 5, nb worker: 253, nb soldier: 119
nb ant: 372, food: 234/850, nest level: 5, nb worker: 252, nb soldier: 120
nb ant: 371, food: 232/850, nest level: 5, nb worker: 250, nb soldier: 121
nb ant: 369, food: 238/850, nest level: 5, nb worker: 249, nb soldier: 120
nb ant: 370, food: 235/850, nest level: 5, nb worker: 250, nb soldier: 120
#1451 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 365, food: 237/850, nest level: 5, nb worker: 249, nb soldier: 116
nb ant: 366, food: 250/850, nest level: 5, nb worker: 250, nb soldier: 116
nb ant: 365, food: 248/850, nest level: 5, nb worker: 249, nb soldier: 116
nb ant: 366, food: 247/850, nest level: 5, nb worker: 249, nb soldier: 117
nb ant: 366, food: 246/850, nest level: 5, nb worker: 249, nb soldier: 117
nb ant: 367, food: 242/850, nest level: 5, nb worker: 249, nb soldier: 118
nb ant: 369, food: 238/850, nest level: 5, nb worker: 250, nb soldier: 119
nb ant: 370, food: 235/850, nest level: 5, nb worker: 250, nb soldier: 120
nb ant: 368, food: 238/850, nest level: 5, nb worker: 248, nb soldier: 120
nb ant: 368, food: 237/850, nest level: 5, nb worker: 248, nb soldier: 120
#1461 - a snail attack the colony
the menace kill 7 soldier
the menace kill 0 worker
nb ant: 361, food: 240/850, nest level: 5, nb worker: 248, nb soldier: 113
nb ant: 361, food: 260/850, nest level: 5, nb worker: 248, nb soldier: 113
nb ant: 361, food: 262/850, nest level: 5, nb worker: 249, nb soldier: 112
nb ant: 360, food: 261/850, nest level: 5, nb worker: 248, nb soldier: 112
nb ant: 357, food: 267/850, nest level: 5, nb worker: 245, nb soldier: 112
nb ant: 358, food: 264/850, nest level: 5, nb worker: 246, nb soldier: 112
nb ant: 357, food: 266/850, nest level: 5, nb worker: 245, nb soldier: 112
nb ant: 355, food: 266/850, nest level: 5, nb worker: 243, nb soldier: 112
nb ant: 355, food: 266/850, nest level: 5, nb worker: 243, nb soldier: 112
nb ant: 356, food: 263/850, nest level: 5, nb worker: 243, nb soldier: 113
#1471 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 356, food: 262/850, nest level: 5, nb worker: 242, nb soldier: 114
nb ant: 354, food: 263/850, nest level: 5, nb worker: 240, nb soldier: 114
nb ant: 352, food: 266/850, nest level: 5, nb worker: 238, nb soldier: 114
nb ant: 353, food: 262/850, nest level: 5, nb worker: 238, nb soldier: 115
nb ant: 354, food: 259/850, nest level: 5, nb worker: 238, nb soldier: 116
nb ant: 356, food: 256/850, nest level: 5, nb worker: 239, nb soldier: 117
nb ant: 358, food: 251/850, nest level: 5, nb worker: 239, nb soldier: 119
nb ant: 359, food: 245/850, nest level: 5, nb worker: 238, nb soldier: 121
nb ant: 359, food: 247/850, nest level: 5, nb worker: 238, nb soldier: 121
nb ant: 357, food: 247/850, nest level: 5, nb worker: 236, nb soldier: 121
#1481 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 357, food: 246/850, nest level: 5, nb worker: 237, nb soldier: 120
nb ant: 355, food: 252/850, nest level: 5, nb worker: 236, nb soldier: 119
nb ant: 355, food: 254/850, nest level: 5, nb worker: 236, nb soldier: 119
nb ant: 352, food: 259/850, nest level: 5, nb worker: 235, nb soldier: 117
nb ant: 353, food: 259/850, nest level: 5, nb worker: 236, nb soldier: 117
nb ant: 355, food: 255/850, nest level: 5, nb worker: 237, nb soldier: 118
nb ant: 357, food: 253/850, nest level: 5, nb worker: 239, nb soldier: 118
nb ant: 359, food: 253/850, nest level: 5, nb worker: 241, nb soldier: 118
nb ant: 358, food: 254/850, nest level: 5, nb worker: 240, nb soldier: 118
nb ant: 359, food: 250/850, nest level: 5, nb worker: 241, nb soldier: 118
#1491 - a snail attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 359, food: 250/850, nest level: 5, nb worker: 241, nb soldier: 118
nb ant: 361, food: 248/850, nest level: 5, nb worker: 243, nb soldier: 118
nb ant: 363, food: 246/850, nest level: 5, nb worker: 244, nb soldier: 119
nb ant: 364, food: 243/850, nest level: 5, nb worker: 245, nb soldier: 119
nb ant: 363, food: 245/850, nest level: 5, nb worker: 244, nb soldier: 119
nb ant: 365, food: 245/850, nest level: 5, nb worker: 246, nb soldier: 119
nb ant: 364, food: 246/850, nest level: 5, nb worker: 245, nb soldier: 119
nb ant: 363, food: 244/850, nest level: 5, nb worker: 244, nb soldier: 119
nb ant: 364, food: 243/850, nest level: 5, nb worker: 244, nb soldier: 120
nb ant: 365, food: 239/850, nest level: 5, nb worker: 244, nb soldier: 121
#1501 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 365, food: 237/850, nest level: 5, nb worker: 243, nb soldier: 122
nb ant: 365, food: 239/850, nest level: 5, nb worker: 243, nb soldier: 122
nb ant: 367, food: 235/850, nest level: 5, nb worker: 245, nb soldier: 122
nb ant: 369, food: 231/850, nest level: 5, nb worker: 246, nb soldier: 123
nb ant: 369, food: 231/850, nest level: 5, nb worker: 246, nb soldier: 123
nb ant: 367, food: 233/850, nest level: 5, nb worker: 244, nb soldier: 123
nb ant: 366, food: 236/850, nest level: 5, nb worker: 243, nb soldier: 123
nb ant: 368, food: 233/850, nest level: 5, nb worker: 245, nb soldier: 123
nb ant: 368, food: 234/850, nest level: 5, nb worker: 245, nb soldier: 123
nb ant: 370, food: 229/850, nest level: 5, nb worker: 247, nb soldier: 123
#1511 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 368, food: 229/850, nest level: 5, nb worker: 247, nb soldier: 121
nb ant: 367, food: 237/850, nest level: 5, nb worker: 245, nb soldier: 122
nb ant: 368, food: 234/850, nest level: 5, nb worker: 245, nb soldier: 123
nb ant: 370, food: 229/850, nest level: 5, nb worker: 247, nb soldier: 123
nb ant: 369, food: 233/850, nest level: 5, nb worker: 246, nb soldier: 123
nb ant: 371, food: 231/850, nest level: 5, nb worker: 248, nb soldier: 123
nb ant: 370, food: 230/850, nest level: 5, nb worker: 247, nb soldier: 123
nb ant: 369, food: 230/850, nest level: 5, nb worker: 246, nb soldier: 123
nb ant: 369, food: 230/850, nest level: 5, nb worker: 246, nb soldier: 123
nb ant: 371, food: 228/850, nest level: 5, nb worker: 248, nb soldier: 123
#1521 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 369, food: 228/850, nest level: 5, nb worker: 247, nb soldier: 122
nb ant: 369, food: 234/850, nest level: 5, nb worker: 247, nb soldier: 122
nb ant: 370, food: 231/850, nest level: 5, nb worker: 248, nb soldier: 122
nb ant: 370, food: 230/850, nest level: 5, nb worker: 247, nb soldier: 123
nb ant: 371, food: 226/850, nest level: 5, nb worker: 247, nb soldier: 124
nb ant: 373, food: 224/850, nest level: 5, nb worker: 249, nb soldier: 124
nb ant: 372, food: 225/850, nest level: 5, nb worker: 247, nb soldier: 125
nb ant: 373, food: 225/850, nest level: 5, nb worker: 248, nb soldier: 125
nb ant: 374, food: 224/850, nest level: 5, nb worker: 249, nb soldier: 125
nb ant: 375, food: 222/850, nest level: 5, nb worker: 250, nb soldier: 125
#1531 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 373, food: 221/850, nest level: 5, nb worker: 249, nb soldier: 124
nb ant: 374, food: 226/850, nest level: 5, nb worker: 250, nb soldier: 124
nb ant: 372, food: 223/850, nest level: 5, nb worker: 247, nb soldier: 125
nb ant: 373, food: 223/850, nest level: 5, nb worker: 248, nb soldier: 125
nb ant: 374, food: 222/850, nest level: 5, nb worker: 249, nb soldier: 125
nb ant: 375, food: 220/850, nest level: 5, nb worker: 250, nb soldier: 125
nb ant: 375, food: 222/850, nest level: 5, nb worker: 250, nb soldier: 125
nb ant: 375, food: 222/850, nest level: 5, nb worker: 251, nb soldier: 124
nb ant: 377, food: 220/850, nest level: 5, nb worker: 253, nb soldier: 124
nb ant: 374, food: 225/850, nest level: 5, nb worker: 250, nb soldier: 124
#1541 - a snail attack the colony
the menace kill 7 soldier
the menace kill 0 worker
nb ant: 368, food: 225/850, nest level: 5, nb worker: 251, nb soldier: 117
nb ant: 369, food: 245/850, nest level: 5, nb worker: 252, nb soldier: 117
nb ant: 371, food: 243/850, nest level: 5, nb worker: 254, nb soldier: 117
nb ant: 371, food: 241/850, nest level: 5, nb worker: 254, nb soldier: 117
nb ant: 369, food: 245/850, nest level: 5, nb worker: 252, nb soldier: 117
nb ant: 370, food: 242/850, nest level: 5, nb worker: 252, nb soldier: 118
nb ant: 370, food: 239/850, nest level: 5, nb worker: 252, nb soldier: 118
nb ant: 371, food: 235/850, nest level: 5, nb worker: 251, nb soldier: 120
nb ant: 373, food: 233/850, nest level: 5, nb worker: 253, nb soldier: 120
nb ant: 374, food: 232/850, nest level: 5, nb worker: 253, nb soldier: 121
#1551 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 372, food: 229/850, nest level: 5, nb worker: 252, nb soldier: 120
nb ant: 374, food: 232/850, nest level: 5, nb worker: 253, nb soldier: 121
nb ant: 371, food: 234/850, nest level: 5, nb worker: 250, nb soldier: 121
nb ant: 372, food: 229/850, nest level: 5, nb worker: 250, nb soldier: 122
nb ant: 374, food: 228/850, nest level: 5, nb worker: 251, nb soldier: 123
nb ant: 376, food: 223/850, nest level: 5, nb worker: 252, nb soldier: 124
nb ant: 377, food: 219/850, nest level: 5, nb worker: 252, nb soldier: 125
nb ant: 379, food: 215/850, nest level: 5, nb worker: 253, nb soldier: 126
nb ant: 380, food: 212/850, nest level: 5, nb worker: 253, nb soldier: 127
nb ant: 381, food: 212/850, nest level: 5, nb worker: 254, nb soldier: 127
#1561 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 380, food: 211/850, nest level: 5, nb worker: 255, nb soldier: 125
nb ant: 382, food: 212/850, nest level: 5, nb worker: 256, nb soldier: 126
nb ant: 383, food: 212/850, nest level: 5, nb worker: 257, nb soldier: 126
nb ant: 384, food: 207/850, nest level: 5, nb worker: 256, nb soldier: 128
nb ant: 386, food: 204/850, nest level: 5, nb worker: 258, nb soldier: 128
